link,title,description
http://arxiv.org/abs/1903.12018,Team Optimal Decentralized State Estimation. (arXiv:1903.12018v1 [cs.SY]),"<p>We consider the problem of optimal decentralized estimation of a linear
stochastic process by multiple agents. Each agent receives a noisy observation
of the state of the process and delayed observations of its neighbors
(according to a pre-specified, strongly connected, communication graph). Based
on their observations, all agents generate a sequence of estimates of the state
of the process. The objective is to minimize the total expected weighted mean
square error between the state and the agents' estimates over a finite horizon.
In centralized estimation with weighted mean square error criteria, the optimal
estimator does not depend on the weight matrix in the cost function. We show
that this is not the case when the information is decentralized. The optimal
decentralized estimates depend on the weight matrix in the cost function. In
particular, we show that the optimal estimate consists of two parts: a common
estimate which is the conditional mean of the state given the common
information and a correction term which is a linear function of the offset of
the local information from the conditional expectation of the local information
given the common information. The corresponding gain depends on the weight
matrix as well as on the covariance between the offset of agents' local
information from the conditional mean of the local information given the common
information. We show that the local and common estimates can be computed from a
single Kalman filter and derive recursive expressions for computing the offset
covariances and the estimation gains.
</p>
"
http://arxiv.org/abs/1903.12019,Multimodal Deep Network Embedding with Integrated Structure and Attribute Information. (arXiv:1903.12019v1 [cs.LG]),"<p>Network embedding is the process of learning low-dimensional representations
for nodes in a network, while preserving node features. Existing studies only
leverage network structure information and focus on preserving structural
features. However, nodes in real-world networks often have a rich set of
attributes providing extra semantic information. It has been demonstrated that
both structural and attribute features are important for network analysis
tasks. To preserve both features, we investigate the problem of integrating
structure and attribute information to perform network embedding and propose a
Multimodal Deep Network Embedding (MDNE) method. MDNE captures the non-linear
network structures and the complex interactions among structures and
attributes, using a deep model consisting of multiple layers of non-linear
functions. Since structures and attributes are two different types of
information, a multimodal learning method is adopted to pre-process them and
help the model to better capture the correlations between node structure and
attribute information. We employ both structural proximity and attribute
proximity in the loss function to preserve the respective features and the
representations are obtained by minimizing the loss function. Results of
extensive experiments on four real-world datasets show that the proposed method
performs significantly better than baselines on a variety of tasks, which
demonstrate the effectiveness and generality of our method.
</p>
"
http://arxiv.org/abs/1903.12020,Describing like humans: on diversity in image captioning. (arXiv:1903.12020v1 [cs.CV]),"<p>Recently, the state-of-the-art models for image captioning have overtaken
human performance based on the most popular metrics, such as BLEU, METEOR,
ROUGE, and CIDEr. Does this mean we have solved the task of image captioning?
The above metrics only measure the similarity of the generated caption to the
human annotations, which reflects its accuracy. However, an image contains many
concepts and multiple levels of detail, and thus there is a variety of captions
that express different concepts and details that might be interesting for
different humans. Therefore only evaluating accuracy is not sufficient for
measuring the performance of captioning models --- the diversity of the
generated captions should also be considered. In this paper, we proposed a new
metric for measuring the diversity of image captions, which is derived from
latent semantic analysis and kernelized to use CIDEr similarity. We conduct
extensive experiments to re-evaluate recent captioning models in the context of
both diversity and accuracy. We find that there is still a large gap between
the model and human performance in terms of both accuracy and diversity and the
models that have optimized accuracy (CIDEr) have low diversity. We also show
that balancing the cross-entropy loss and CIDEr reward in reinforcement
learning during training can effectively control the tradeoff between diversity
and accuracy of the generated captions.
</p>
"
http://arxiv.org/abs/1903.12021,Counting the learnable functions of structured data. (arXiv:1903.12021v1 [cond-mat.dis-nn]),"<p>Cover's function counting theorem is a milestone in the theory of artificial
neural networks. It provides an answer to the fundamental question of
determining how many binary assignments (dichotomies) of $p$ points in $n$
dimensions can be linearly realized. Regrettably, it has proved hard to extend
the same approach to more advanced problems than the classification of points.
In particular, an emerging necessity is to find methods to deal with structured
data, and specifically with non-pointlike patterns. A prominent case is that of
invariant recognition, whereby identification of a stimulus is insensitive to
irrelevant transformations on the inputs (such as rotations or changes in
perspective in an image). An object is therefore represented by an extended
perceptual manifold, consisting of inputs that are classified similarly. Here,
we develop a function counting theory for structured data of this kind, by
extending Cover's combinatorial technique, and we derive analytical expressions
for the average number of dichotomies of generically correlated sets of
patterns. As an application, we obtain a closed formula for the capacity of a
binary classifier trained to distinguish general polytopes of any dimension.
These results may help extend our theoretical understanding of generalization,
feature extraction, and invariant object recognition by neural networks.
</p>
"
http://arxiv.org/abs/1903.12033,Repeatable and Reproducible Wireless Networking Experimentation through Trace-based Simulation. (arXiv:1903.12033v1 [cs.NI]),"<p>To properly validate wireless networking solutions we depend on
experimentation. Simulation very often produces less accurate results due to
the use of models that are simplifications of the real phenomena they try to
model. Networking experimentation may offer limited repeatability and
reproducibility. Being influenced by external random phenomena such as noise,
interference, and multipath, real experiments are hardly repeatable. In
addition, they are difficult to reproduce due to testbed operational
constraints and availability. Without repeatability and reproducibility, the
validation of the networking solution under evaluation is questionable. In this
paper, we show how the Trace-based Simulation (TS) approach can be used to
accurately repeat and reproduce real experiments and, consequently, introduce a
paradigm shift when it comes to the evaluation of wireless networking
solutions. We present an extensive evaluation of the TS approach using the
Fed4FIRE+ w-iLab.2 testbed. The results show that it is possible to repeat and
reproduce real experiments using ns-3 trace-based simulations with more
accuracy than in pure simulation, with average accuracy gains above 50%.
</p>
"
http://arxiv.org/abs/1903.12041,The Geography of Pok\'emon GO: Beneficial and Problematic Effects on Places and Movement. (arXiv:1903.12041v1 [cs.HC]),"<p>The widespread popularity of Pok\'emon GO presents the first opportunity to
observe the geographic effects of location-based gaming at scale. This paper
reports the results of a mixed methods study of the geography of Pok\'emon GO
that includes a five-country field survey of 375 Pok\'emon GO players and a
large scale geostatistical analysis of game elements. Focusing on the key
geographic themes of places and movement, we find that the design of Pok\'emon
GO reinforces existing geographically-linked biases (e.g. the game advantages
urban areas and neighborhoods with smaller minority populations), that
Pok\'emon GO may have instigated a relatively rare large-scale shift in global
human mobility patterns, and that Pok\'emon GO has geographically-linked safety
risks, but not those typically emphasized by the media. Our results point to
geographic design implications for future systems in this space such as a means
through which the geographic biases present in Pok\'emon GO may be
counteracted.
</p>
"
http://arxiv.org/abs/1903.12049,Road User Detection in Videos. (arXiv:1903.12049v1 [cs.CV]),"<p>Successive frames of a video are highly redundant, and the most popular
object detection methods do not take advantage of this fact. Using multiple
consecutive frames can improve detection of small objects or difficult examples
and can improve speed and detection consistency in a video sequence, for
instance by interpolating features between frames. In this work, a novel
approach is introduced to perform online video object detection using two
consecutive frames of video sequences involving road users. Two new models,
RetinaNet-Double and RetinaNet-Flow, are proposed, based respectively on the
concatenation of a target frame with a preceding frame, and the concatenation
of the optical flow with the target frame. The models are trained and evaluated
on three public datasets. Experiments show that using a preceding frame
improves performance over single frame detectors, but using explicit optical
flow usually does not.
</p>
"
http://arxiv.org/abs/1903.12050,Finding a planted clique by adaptive probing. (arXiv:1903.12050v1 [math.CO]),"<p>We consider a variant of the planted clique problem where we are allowed
unbounded computational time but can only investigate a small part of the graph
by adaptive edge queries. We determine (up to logarithmic factors) the number
of queries necessary both for detecting the presence of a planted clique and
for finding the planted clique.
</p>
<p>Specifically, let $G \sim G(n,1/2,k)$ be a random graph on $n$ vertices with
a planted clique of size $k$. We show that no algorithm that makes at most $q =
o(n^2 / k^2 + n)$ adaptive queries to the adjacency matrix of $G$ is likely to
find the planted clique. On the other hand, when $k \geq (2+\epsilon) \log_2 n$
there exists a simple algorithm (with unbounded computational power) that finds
the planted clique with high probability by making $q = O( (n^2 / k^2) \log^2 n
+ n \log n)$ adaptive queries. For detection, the additive $n$ term is not
necessary: the number of queries needed to detect the presence of a planted
clique is $n^2 / k^2$ (up to logarithmic factors).
</p>
"
http://arxiv.org/abs/1903.12058,Deep Neural Network Embedding Learning with High-Order Statistics for Text-Independent Speaker Verification. (arXiv:1903.12058v1 [eess.AS]),"<p>The x-vector based deep neural network (DNN) embedding systems have
demonstrated effectiveness for text-independent speaker verification. This
paper presents a multi-task learning architecture for training the speaker
embedding DNN, with the primary task of classifying the target speakers and the
auxiliary task of reconstructing the higher-order statistics of the original
input utterance. The proposed training strategy aggregates both the supervised
and unsupervised learning into one framework to make the speaker embeddings
more discriminative and robust. Experiments are carried out in the NIST SRE16
evaluation dataset and the VOiCES dataset. The results demonstrate that our
proposed method outperform the original x-vector approach with very low
additional complexity added.
</p>
"
http://arxiv.org/abs/1903.12060,Penobscot Dataset: Fostering Machine Learning Development for Seismic Interpretation. (arXiv:1903.12060v1 [physics.geo-ph]),"<p>We have seen in the past years the flourishing of machine and deep learning
algorithms in several applications such as image classification and
segmentation, object detection and recognition, among many others. This was
only possible, in part, because datasets like ImageNet -- with +14 million
labeled images -- were created and made publicly available, providing
researches with a common ground to compare their advances and extend the
state-of-the-art. Although we have seen an increasing interest in machine
learning in geosciences as well, we will only be able to achieve a significant
impact in our community if we collaborate to build such a common basis. This is
even more difficult when it comes to the Oil&amp;Gas industry, in which
confidentiality and commercial interests often hinder the sharing of datasets
with others. In this letter, we present the Penobscot interpretation dataset,
our contribution to the development of machine learning in geosciences, more
specifically in seismic interpretation. The Penobscot 3D seismic dataset was
acquired in the Scotian shelf, offshore Nova Scotia, Canada. The data is
publicly available and comprises pre- and pos-stack data, 5 horizons and well
logs of 2 wells. However, for the dataset to be of practical use for our tasks,
we had to reinterpret the seismic, generating 7 horizons separating different
seismic facies intervals. The interpreted horizons were used to generated
+100,000 labeled images for inlines and crosslines. To demonstrate the utility
of our dataset, results of two experiments are presented.
</p>
"
http://arxiv.org/abs/1903.12061,Depth from a polarisation + RGB stereo pair. (arXiv:1903.12061v1 [cs.CV]),"<p>In this paper, we propose a hybrid depth imaging system in which a
polarisation camera is augmented by a second image from a standard digital
camera. For this modest increase in equipment complexity over conventional
shape-from-polarisation, we obtain a number of benefits that enable us to
overcome longstanding problems with the polarisation shape cue. The stereo cue
provides a depth map which, although coarse, is metrically accurate. This is
used as a guide surface for disambiguation of the polarisation surface normal
estimates using a higher order graphical model. In turn, these are used to
estimate diffuse albedo. By extending a previous shape-from-polarisation method
to the perspective case, we show how to compute dense, detailed maps of
absolute depth, while retaining a linear formulation. We show that our hybrid
method is able to recover dense 3D geometry that is superior to
state-of-the-art shape-from-polarisation or two view stereo alone.
</p>
"
http://arxiv.org/abs/1903.12063,"Robust, fast and accurate: a 3-step method for automatic histological image registration. (arXiv:1903.12063v1 [cs.CV])","<p>We present a 3-step registration pipeline for differently stained
histological serial sections that consists of 1) a robust pre-alignment, 2) a
parametric registration computed on coarse resolution images, and 3) an
accurate nonlinear registration. In all three steps the NGF distance measure is
minimized with respect to an increasingly flexible transformation. We apply the
method in the ANHIR image registration challenge and evaluate its performance
on the training data. The presented method is robust (error reduction in 99.6%
of the cases), fast (runtime &lt; 4 seconds) and accurate (median relative target
registration error 0.0019).
</p>
"
http://arxiv.org/abs/1903.12064,Data4UrbanMobility: Towards Holistic Data Analytics for Mobility Applications in Urban Regions. (arXiv:1903.12064v1 [cs.CY]),"<p>With the increasing availability of mobility-related data, such as
GPS-traces, Web queries and climate conditions, there is a growing demand to
utilize this data to better understand and support urban mobility needs.
However, data available from the individual actors, such as providers of
information, navigation and transportation systems, is mostly restricted to
isolated mobility modes, whereas holistic data analytics over integrated data
sources is not sufficiently supported. In this paper we present our ongoing
research in the context of holistic data analytics to support urban mobility
applications in the Data4UrbanMobility (D4UM) project. First, we discuss
challenges in urban mobility analytics and present the D4UM platform we are
currently developing to facilitate holistic urban data analytics over
integrated heterogeneous data sources along with the available data sources.
Second, we present the MiC app - a tool we developed to complement available
datasets with intermodal mobility data (i.e. data about journeys that involve
more than one mode of mobility) using a citizen science approach. Finally, we
present selected use cases and discuss our future work.
</p>
"
http://arxiv.org/abs/1903.12065,Optimal Random Sampling from Distributed Streams Revisited. (arXiv:1903.12065v1 [cs.DC]),"<p>We give an improved algorithm for drawing a random sample from a large data
stream when the input elements are distributed across multiple sites which
communicate via a central coordinator. At any point in time the set of elements
held by the coordinator represent a uniform random sample from the set of all
the elements observed so far. When compared with prior work, our algorithms
asymptotically improve the total number of messages sent in the system as well
as the computation required of the coordinator. We also present a matching
lower bound, showing that our protocol sends the optimal number of messages up
to a constant factor with large probability. As a byproduct, we obtain an
improved algorithm for finding the heavy hitters across multiple distributed
sites.
</p>
"
http://arxiv.org/abs/1903.12069,The Virtual Doctor: An Interactive Artificial Intelligence based on Deep Learning for Non-Invasive Prediction of Diabetes. (arXiv:1903.12069v1 [cs.CY]),"<p>Artificial intelligence (AI) will pave the way to a new era in medicine.
However, currently available AI systems do not interact with a patient, e.g.,
for anamnesis, and thus are only used by the physicians for predictions in
diagnosis or prognosis. However, these systems are widely used, e.g., in
diabetes or cancer prediction. In the current study, we developed an AI that is
able to interact with a patient (virtual doctor) by using a speech recognition
and speech synthesis system and thus can autonomously interact with the
patient, which is particularly important for, e.g., rural areas, where the
availability of primary medical care is strongly limited by low population
densities. As a proof-of-concept, the system is able to predict type 2 diabetes
mellitus (T2DM) based on non-invasive sensors and deep neural networks.
Moreover, the system provides an easy-to-interpret probability estimation for
T2DM for a given patient. Besides the development of the AI, we further
analyzed the acceptance of young people for AI in healthcare to estimate the
impact of such system in the future.
</p>
"
http://arxiv.org/abs/1903.12070,Comprehensive Analysis of Dynamic Message Sign Impact on Driver Behavior: A Random Forest Approach. (arXiv:1903.12070v1 [cs.CY]),"<p>This study investigates the potential effects of different Dynamic Message
Signs (DMSs) on driver behavior using a full-scale high-fidelity driving
simulator. Different DMSs are categorized by their content, structure, and type
of messages. A random forest algorithm is used for three separate behavioral
analyses; a route diversion analysis, a route choice analysis and a compliance
analysis; to identify the potential and relative influences of different DMSs
on these aspects of driver behavior. A total of 390 simulation runs are
conducted using a sample of 65 participants from diverse socioeconomic
backgrounds. Results obtained suggest that DMSs displaying lane closure and
delay information with advisory messages are most influential with regards to
diversion while color-coded DMSs and DMSs with avoid route advice are the top
contributors impacting route choice decisions and DMS compliance. In this
first-of-a-kind study, based on the responses to the pre and post simulation
surveys as well as results obtained from the analysis of
driving-simulation-session data, the authors found that color-blind-friendly,
color-coded DMSs are more effective than alphanumeric DMSs - especially in
scenarios that demand high compliance from drivers. The increased effectiveness
may be attributed to reduced comprehension time and ease with which such DMSs
are understood by a greater percentage of road users.
</p>
"
http://arxiv.org/abs/1903.12071,Big Data Analytics and AI in Mental Healthcare. (arXiv:1903.12071v1 [cs.CY]),"<p>Mental health conditions cause a great deal of distress or impairment;
depression alone will affect 11% of the world's population. The application of
Artificial Intelligence (AI) and big-data technologies to mental health has
great potential for personalizing treatment selection, prognosticating,
monitoring for relapse, detecting and helping to prevent mental health
conditions before they reach clinical-level symptomatology, and even delivering
some treatments. However, unlike similar applications in other fields of
medicine, there are several unique challenges in mental health applications
which currently pose barriers towards the implementation of these technologies.
Specifically, there are very few widely used or validated biomarkers in mental
health, leading to a heavy reliance on patient and clinician derived
questionnaire data as well as interpretation of new signals such as digital
phenotyping. In addition, diagnosis also lacks the same objective 'gold
standard' as in other conditions such as oncology, where clinicians and
researchers can often rely on pathological analysis for confirmation of
diagnosis. In this chapter we discuss the major opportunities, limitations and
techniques used for improving mental healthcare through AI and big-data. We
explore both the computational, clinical and ethical considerations and best
practices as well as lay out the major researcher directions for the near
future.
</p>
"
http://arxiv.org/abs/1903.12073,Scope of Research on Particle Swarm Optimization Based Data Clustering. (arXiv:1903.12073v1 [cs.NE]),"<p>Optimization is nothing but a mathematical technique which finds maxima or
minima of any function of concern in some realistic region. Different
optimization techniques are proposed which are competing for the best solution.
Particle Swarm Optimization (PSO) is a new, advanced, and most powerful
optimization methodology that performs empirically well on several optimization
problems. It is the extensively used Swarm Intelligence (SI) inspired
optimization algorithm used for finding the global optimal solution in a
multifaceted search region. Data clustering is one of the challenging real
world applications that invite the eminent research works in variety of fields.
Applicability of different PSO variants to data clustering is studied in the
literature, and the analyzed research work shows that, PSO variants give poor
results for multidimensional data. This paper describes the different
challenges associated with multidimensional data clustering and scope of
research on optimizing the clustering problems using PSO. We also propose a
strategy to use hybrid PSO variant for clustering multidimensional numerical,
text and image data.
</p>
"
http://arxiv.org/abs/1903.12074,Interpretation of machine learning predictions for patient outcomes in electronic health records. (arXiv:1903.12074v1 [cs.CY]),"<p>Electronic health records are an increasingly important resource for
understanding the interactions between patient health, environment, and
clinical decisions. In this paper we report an empirical study of predictive
modeling of several patient outcomes using three state-of-the-art machine
learning methods. Our primary goal is to validate the models by interpreting
the importance of predictors in the final models. Central to interpretation is
the use of feature importance scores, which vary depending on the underlying
methodology. In order to assess feature importance, we compared univariate
statistical tests, information-theoretic measures, permutation testing, and
normalized coefficients from multivariate logistic regression models. In
general we found poor correlation between methods in their assessment of
feature importance, even when their performance is comparable and relatively
good. However, permutation tests applied to random forest and gradient boosting
models showed the most agreement, and the importance scores matched the
clinical interpretation most frequently.
</p>
"
http://arxiv.org/abs/1903.12075,An Empirical Exploration on the Supervision of PhD Students Closely Collaborating with Industry. (arXiv:1903.12075v1 [cs.CY]),"<p>With an increase of PhD students working in industry, there is a need to
understand what factors are influencing supervision for industrial students.
This paper aims at exploring the challenges and good approaches to supervision
of industrial PhD students. Data was collected through semi-structured
interviews of six PhD students and supervisors with experience in PhD studies
at several organizations in the embedded software industry in Sweden. The data
was anonymized and it was analyzed by means of thematic analysis. The results
indicate that there are many challenges and opportunities to improve the
supervision of industrial PhD students.
</p>
"
http://arxiv.org/abs/1903.12076,Toward a fitness landscape model of firms' IT-enabled dynamic capabilities. (arXiv:1903.12076v1 [cs.CY]),"<p>This chapter presents, extends and integrates a complexity science
perspective and applies this to IT-enabled dynamic capabilities (ITDCs) of
firms. By doing so, this chapter leverages statistical survey data and uses
them as parameters for a simulation using the NK-model. This NK-model creates
stochastically generated fitness landscapes that are parameterized using a
finite number of (N) elements, or capabilities, and (K) complex interactions
between those capabilities, and studies the performance (fitness) of systems.
We simulate firm efforts to adaptively explore and walk through a fitness
landscape of possible strategies of inter-related capabilities to reach toward
higher levels of fitness of ITDCs. Also, our fitness landscape model provides
realistic scenarios with a nexus of possible business strategies that can be
employed considering the current status, interdependency, and alignment among
capabilities in the organization. Our work suggests that firms achieve the
highest fitness values when the interdependency among the individual
capabilities is relatively small.
</p>
"
http://arxiv.org/abs/1903.12079,Deterrence and Prevention-based Model to Mitigate Information Security Insider Threats in Organisations. (arXiv:1903.12079v1 [cs.CY]),"<p>Previous studies show that information security breaches and privacy
violations are important issues for organisations and people. It is
acknowledged that decreasing the risk in this domain requires consideration of
the technological aspects of information security alongside human aspects.
Employees intentionally or unintentionally account for a significant portion of
the threats to information assets in organisations. This research presents a
novel conceptual framework to mitigate the risk of insiders using deterrence
and prevention approaches. Deterrence factors discourage employees from
engaging in information security misbehaviour in organisations, and situational
crime prevention factors encourage them to prevent information security
misconduct. Our findings show that perceived sanctions certainty and severity
significantly influence individuals' attitudes and deter them from information
security misconduct. In addition, the output revealed that increasing the
effort, risk and reducing the reward (benefits of crime) influence the
employees' attitudes towards prevent information security misbehaviour.
However, removing excuses and reducing provocations do not significantly
influence individuals' attitudes towards prevent information security
misconduct. Finally, the output of the data analysis also showed that
subjective norms, perceived behavioural control and attitude influence
individuals' intentions, and, ultimately, their behaviour towards avoiding
information security misbehaviour.
</p>
"
http://arxiv.org/abs/1903.12080,Detecting Activities of Daily Living and Routine Behaviours in Dementia Patients Living Alone Using Smart Meter Load Disaggregation. (arXiv:1903.12080v1 [cs.CY]),"<p>The emergence of an ageing population is a significant public health concern.
This has led to an increase in the number of people living with progressive
neurodegenerative disorders like dementia. Consequently, the strain this is
places on health and social care services means providing 24-hour monitoring is
not sustainable. Technological intervention is being considered, however no
solution exists to non-intrusively monitor the independent living needs of
patients with dementia. As a result many patients hit crisis point before
intervention and support is provided. In parallel, patient care relies on
feedback from informal carers about significant behavioural changes. Yet, not
all people have a social support network and early intervention in dementia
care is often missed. The smart meter rollout has the potential to change this.
Using machine learning and signal processing techniques, a home energy supply
can be disaggregated to detect which home appliances are turned on and off.
This will allow Activities of Daily Living (ADLs) to be assessed, such as
eating and drinking, and observed changes in routine to be detected for early
intervention. The primary aim is to help reduce deterioration and enable
patients to stay in their homes for longer. A Support Vector Machine (SVM) and
Random Decision Forest classifier are modelled using data from three test
homes. The trained models are then used to monitor two patients with dementia
during a six-month clinical trial undertaken in partnership with Mersey Care
NHS Foundation Trust. In the case of load disaggregation for appliance
detection, the SVM achieved (AUC=0.86074, Sen=0.756 and Spec=0.92838). While
the Decision Forest achieved (AUC=0.9429, Sen=0.9634 and Spec=0.9634). ADLs are
also analysed to identify the behavioural patterns of the occupant while
detecting alterations in routine.
</p>
"
http://arxiv.org/abs/1903.12084,Definition of Internet of Things (IoT) Cyber Risk Discussion on a Transformation Roadmap for Standardisation of Regulations Risk Maturity Strategy Design and Impact Assessment. (arXiv:1903.12084v1 [cs.CR]),"<p>A comparative empirical analysis is performed to define a high-level
potential target state followed by a high-level transformation roadmap,
describing how company can achieve their target state, based on their current
state. The transformation roadmap is used to adapt the Goal-Oriented Approach
and the IoT Micro Mart model.
</p>
"
http://arxiv.org/abs/1903.12085,More Parallelism in Dijkstra's Single-Source Shortest Path Algorithm. (arXiv:1903.12085v1 [cs.DC]),"<p>Dijkstra's algorithm for the Single-Source Shortest Path (SSSP) problem is
notoriously hard to parallelize in $o(n)$ depth, $n$ being the number of
vertices in the input graph, without increasing the required parallel work
unreasonably. Crauser et al.\ (1998) presented observations that allow to
identify more than a single vertex at a time as correct and correspondingly
more edges to be relaxed simultaneously. Their algorithm runs in parallel
phases, and for certain random graphs they showed that the number of phases is
$O(n^{1/3})$ with high probability. A work-efficient CRCW PRAM with this depth
was given, but no implementation on a real, parallel system.
</p>
<p>In this paper we strengthen the criteria of Crauser et al., and discuss
tradeoffs between work and number of phases in their implementation. We present
simulation results with a range of common input graphs for the depth that an
ideal parallel algorithm that can apply the criteria at no cost and parallelize
relaxations without conflicts can achieve. These results show that the number
of phases is indeed a small root of $n$, but still off from the shortest path
length lower bound that can also be computed.
</p>
<p>We give a shared-memory parallel implementation of the most work-efficient
version of a Dijkstra's algorithm running in parallel phases, which we compare
to an own implementation of the well-known $\Delta$-stepping algorithm. We can
show that the work-efficient SSSP algorithm applying the criteria of Crauser et
al. is competitive to and often better than $\Delta$-stepping on our chosen
input graphs. Despite not providing an $o(n)$ guarantee on the number of
required phases, criteria allowing concurrent relaxation of many correct
vertices may be a viable approach to practically fast, parallel SSSP
implementations.
</p>
"
http://arxiv.org/abs/1903.12086,"Towards a Theory of Systems Engineering Processes: A Principal-Agent Model of a One-Shot, Shallow Process. (arXiv:1903.12086v1 [cs.MA])","<p>Systems engineering processes coordinate the effort of different individuals
to generate a product satisfying certain requirements. As the involved
engineers are self-interested agents, the goals at different levels of the
systems engineering hierarchy may deviate from the system-level goals which may
cause budget and schedule overruns. Therefore, there is a need of a systems
engineering theory that accounts for the human behavior in systems design. To
this end, the objective of this paper is to develop and analyze a
principal-agent model of a one-shot (single iteration), shallow (one level of
hierarchy) systems engineering process. We assume that the systems engineer
maximizes the expected utility of the system, while the subsystem engineers
seek to maximize their expected utilities. Furthermore, the systems engineer is
unable to monitor the effort of the subsystem engineer and may not have a
complete information about their types or the complexity of the design task.
However, the systems engineer can incentivize the subsystem engineers by
proposing specific contracts. To obtain an optimal incentive, we pose and solve
numerically a bi-level optimization problem. Through extensive simulations, we
study the optimal incentives arising from different system-level value
functions under various combinations of effort costs, problem-solving skills,
and task complexities.
</p>
"
http://arxiv.org/abs/1903.12087,A Real-Time Wideband Neural Vocoder at 1.6 kb/s Using LPCNet. (arXiv:1903.12087v1 [eess.AS]),"<p>Neural speech synthesis algorithms are a promising new approach for coding
speech at very low bitrate. They have so far demonstrated quality that far
exceeds traditional vocoders, at the cost of very high complexity. In this
work, we present a low-bitrate neural vocoder based on the LPCNet model. The
use of linear prediction and sparse recurrent networks makes it possible to
achieve real-time operation on general-purpose hardware. We demonstrate that
LPCNet operating at 1.6 kb/s achieves significantly higher quality than MELP
and that uncompressed LPCNet can exceed the quality of a waveform codec
operating at low bitrate. This opens the way for new codec designs based on
neural synthesis models.
</p>
"
http://arxiv.org/abs/1903.12088,GANs-NQM: A Generative Adversarial Networks based No Reference Quality Assessment Metric for RGB-D Synthesized Views. (arXiv:1903.12088v1 [cs.MM]),"<p>In this paper, we proposed a no-reference (NR) quality metric for RGB plus
image-depth (RGB-D) synthesis images based on Generative Adversarial Networks
(GANs), namely GANs-NQM. Due to the failure of the inpainting on dis-occluded
regions in RGB-D synthesis process, to capture the non-uniformly distributed
local distortions and to learn their impact on perceptual quality are
challenging tasks for objective quality metrics. In our study, based on the
characteristics of GANs, we proposed i) a novel training strategy of GANs for
RGB-D synthesis images using existing large-scale computer vision datasets
rather than RGB-D dataset; ii) a referenceless quality metric based on the
trained discriminator by learning a `Bag of Distortion Word' (BDW) codebook and
a local distortion regions selector; iii) a hole filling inpainter, i.e., the
generator of the trained GANs, for RGB-D dis-occluded regions as a side
outcome. According to the experimental results on IRCCyN/IVC DIBR database, the
proposed model outperforms the state-of-the-art quality metrics, in addition,
is more applicable in real scenarios. The corresponding context inpainter also
shows appealing results over other inpainting algorithms.
</p>
"
http://arxiv.org/abs/1903.12090,Learning to Weight for Text Classification. (arXiv:1903.12090v1 [cs.LG]),"<p>In information retrieval (IR) and related tasks, term weighting approaches
typically consider the frequency of the term in the document and in the
collection in order to compute a score reflecting the importance of the term
for the document. In tasks characterized by the presence of training data (such
as text classification) it seems logical that the term weighting function
should take into account the distribution (as estimated from training data) of
the term across the classes of interest. Although `supervised term weighting'
approaches that use this intuition have been described before, they have failed
to show consistent improvements. In this article we analyse the possible
reasons for this failure, and call consolidated assumptions into question.
Following this criticism we propose a novel supervised term weighting approach
that, instead of relying on any predefined formula, learns a term weighting
function optimised on the training set of interest; we dub this approach
\emph{Learning to Weight} (LTW). The experiments that we run on several
well-known benchmarks, and using different learning methods, show that our
method outperforms previous term weighting approaches in text classification.
</p>
"
http://arxiv.org/abs/1903.12091,Nonlinear Model Predictive Control for Distributed Motion Planning in Road Intersections Using PANOC. (arXiv:1903.12091v1 [cs.SY]),"<p>The coordination of highly automated vehicles (or agents) in road
intersections is an inherently nonconvex and challenging problem. In this
paper, we propose a distributed motion planning scheme under reasonable
vehicle-to-vehicle communication requirements. Each agent solves a nonlinear
model predictive control problem in real time and transmits their planned
trajectory to other agents, which may have conflicting objectives. The problem
formulation is augmented with conditional constraints that enable the agents to
decide whether to wait at a stopping line, if crossing is not possible. The
involved nonconvex problems are solved very efficiently using the proximal
averaged Newton method for optimal control (PANOC). We demonstrate the
efficiency of the proposed approach in a realistic intersection crossing
scenario.
</p>
"
http://arxiv.org/abs/1903.12092,Deep Neural Network Embeddings with Gating Mechanisms for Text-Independent Speaker Verification. (arXiv:1903.12092v1 [eess.AS]),"<p>In this paper, gating mechanisms are applied in deep neural network (DNN)
training for x-vector-based text-independent speaker verification. First, a
gated convolution neural network (GCNN) is employed for modeling the
frame-level embedding layers. Compared with the time-delay DNN (TDNN), the GCNN
can obtain more expressive frame-level representations through carefully
designed memory cell and gating mechanisms. Moreover, we propose a novel
gated-attention statistics pooling strategy in which the attention scores are
shared with the output gate. The gated-attention statistics pooling combines
both gating and attention mechanisms into one framework; therefore, we can
capture more useful information in the temporal pooling layer. Experiments are
carried out using the NIST SRE16 and SRE18 evaluation datasets. The results
demonstrate the effectiveness of the GCNN and show that the proposed
gated-attention statistics pooling can further improve the performance.
</p>
"
